2.119500000000000000e+03,9.500000000000000000e+01,1.320000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,-2.360000000000000142e+01,0.000000000000000000e+00
2.119900000000000091e+03,9.900000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+00,-1.800000000000000000e+01,0.000000000000000000e+00
2.120000000000000000e+03,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,-1.930000000000000071e+01,0.000000000000000000e+00
2.129099999999999909e+03,1.910000000000000000e+02,1.440000000000000000e+02,1.500000000000000000e+01,1.000000000000000000e+00,-2.010000000000000142e+01,0.000000000000000000e+00
2.129300000000000182e+03,1.930000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+01,4.000000000000000000e+00,-1.639999999999999858e+01,0.000000000000000000e+00
2.129400000000000091e+03,1.940000000000000000e+02,0.000000000000000000e+00,1.250000000000000000e+02,2.000000000000000000e+00,-1.140000000000000036e+01,0.000000000000000000e+00
2.129900000000000091e+03,1.990000000000000000e+02,3.690000000000000000e+02,5.000000000000000000e+01,4.000000000000000000e+00,-7.799999999999999822e+00,0.000000000000000000e+00
2.130199999999999818e+03,2.020000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,4.000000000000000000e+00,-1.109999999999999964e+01,0.000000000000000000e+00
2.130500000000000000e+03,2.050000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+02,1.000000000000000000e+00,-1.490000000000000036e+01,0.000000000000000000e+00
2.142000000000000000e+03,3.200000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+02,4.000000000000000000e+00,-7.700000000000000178e+00,0.000000000000000000e+00
2.142000000000000000e+03,3.200000000000000000e+02,2.000000000000000000e+00,1.500000000000000000e+02,1.000000000000000000e+00,-1.600000000000000000e+01,0.000000000000000000e+00
2.142300000000000182e+03,3.230000000000000000e+02,1.990000000000000000e+02,7.500000000000000000e+01,4.000000000000000000e+00,-5.500000000000000000e+00,0.000000000000000000e+00
2.142300000000000182e+03,3.230000000000000000e+02,2.000000000000000000e+02,7.500000000000000000e+01,4.000000000000000000e+00,-9.400000000000000355e+00,0.000000000000000000e+00
2.161699999999999818e+03,5.170000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,-2.089999999999999858e+01,0.000000000000000000e+00
2.162000000000000000e+03,5.200000000000000000e+02,0.000000000000000000e+00,7.500000000000000000e+01,2.000000000000000000e+00,-1.939999999999999858e+01,0.000000000000000000e+00
2.162199999999999818e+03,5.220000000000000000e+02,1.770000000000000000e+02,7.500000000000000000e+01,4.000000000000000000e+00,-1.750000000000000000e+01,0.000000000000000000e+00
2.162300000000000182e+03,5.230000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,-1.880000000000000071e+01,0.000000000000000000e+00
1.807400000000000091e+03,1.224000000000000000e+03,0.000000000000000000e+00,7.500000000000000000e+01,2.000000000000000000e+00,-9.199999999999999289e+00,0.000000000000000000e+00
1.807599999999999909e+03,1.226000000000000000e+03,3.690000000000000000e+02,2.500000000000000000e+01,4.000000000000000000e+00,-4.500000000000000000e+00,0.000000000000000000e+00
1.807700000000000045e+03,1.227000000000000000e+03,0.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000000e+00,-4.900000000000000355e+00,0.000000000000000000e+00
1.823700000000000045e+03,1.387000000000000000e+03,1.300000000000000000e+02,7.500000000000000000e+01,2.000000000000000000e+00,-2.719999999999999929e+01,0.000000000000000000e+00
1.824000000000000000e+03,1.390000000000000000e+03,1.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-2.019999999999999929e+01,0.000000000000000000e+00
1.824200000000000045e+03,1.392000000000000000e+03,5.200000000000000000e+01,7.500000000000000000e+01,2.000000000000000000e+00,-1.710000000000000142e+01,0.000000000000000000e+00
1.824299999999999955e+03,1.393000000000000000e+03,1.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000000e+00,-1.710000000000000142e+01,0.000000000000000000e+00
1.824700000000000045e+03,1.397000000000000000e+03,2.110000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,-2.480000000000000071e+01,0.000000000000000000e+00
1.846599999999999909e+03,1.616000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,-1.689999999999999858e+01,0.000000000000000000e+00
1.846700000000000045e+03,1.617000000000000000e+03,1.280000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,-1.219999999999999929e+01,0.000000000000000000e+00
1.860599999999999909e+03,1.756000000000000000e+03,0.000000000000000000e+00,7.500000000000000000e+01,2.000000000000000000e+00,-2.589999999999999858e+01,0.000000000000000000e+00
1.860799999999999955e+03,1.758000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,-1.789999999999999858e+01,0.000000000000000000e+00
1.861000000000000000e+03,1.760000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+02,2.000000000000000000e+00,-1.830000000000000071e+01,0.000000000000000000e+00
1.861099999999999909e+03,1.761000000000000000e+03,1.280000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+00,-1.440000000000000036e+01,0.000000000000000000e+00
